,season,team,position,player_id
1546,2024,NYG,LB,00-0037447
1547,2024,LV,RB,00-0037450
1548,2024,PIT,TE,00-0037451
1549,2024,HOU,RB,00-0037456
1550,2024,HOU,LB,00-0037457
1551,2024,HOU,DL,00-0037459
1552,2024,HOU,WR,00-0037460
1553,2024,PHI,DB,00-0037461
1554,2024,ARI,LB,00-0037469
1555,2024,LAC,DL,00-0037474
1556,2024,LAC,TE,00-0037475
1557,2024,PIT,OL,00-0037480
1558,2024,LA,LB,00-0037481
1559,2024,TB,WR,00-0037487
1560,2024,TB,LB,00-0037491
1561,2024,TEN,DB,00-0037493
1562,2024,SEA,RB,00-0037495
1563,2024,CAR,LB,00-0037499
1564,2024,MIN,P,00-0037500
1565,2024,LV,LB,00-0037503
1566,2024,LV,TE,00-0037506
1567,2024,LV,RB,00-0037509
1568,2024,LV,DB,00-0037512
1569,2024,LA,LB,00-0037515
1570,2024,LV,DB,00-0037516
1571,2024,LV,LB,00-0037517
1572,2024,SF,DB,00-0037521
1573,2024,SF,WR,00-0037524
1574,2024,SF,RB,00-0037525
1575,2024,NYJ,LB,00-0037526
1576,2024,IND,LB,00-0037527
1577,2024,PHI,OL,00-0037529
1578,2024,CLE,DB,00-0037536
1579,2024,IND,OL,00-0037537
1580,2024,DEN,TE,00-0037539
1581,2024,MIN,K,00-0037542
1582,2024,NO,LB,00-0037544
1583,2024,NO,WR,00-0037545
1584,2024,GB,P,00-0037547
1585,2024,IND,DB,00-0037549
1586,2024,LA,RB,00-0037557
1587,2024,CAR,LB,00-0037560
1588,2024,DAL,DB,00-0037561
1589,2024,DAL,RB,00-0037563
1590,2024,DAL,TE,00-0037569
1591,2024,NYG,WR,00-0037570
1592,2024,DAL,DB,00-0037578
1593,2024,LAC,DB,00-0037583
1594,2024,NYG,DL,00-0037585
1595,2024,ATL,LB,00-0037587
1596,2024,ATL,OL,00-0037590
1597,2024,TEN,OL,00-0037591
1598,2024,TEN,DB,00-0037593
1599,2024,TEN,RB,00-0037594
1600,2024,TEN,LB,00-0037596
1601,2024,LV,OL,00-0037600
1602,2024,NYJ,OL,00-0037601
1603,2024,SF,DL,00-0037602
1604,2024,CLE,DL,00-0037603
1605,2024,TEN,OL,00-0037605
1606,2024,TEN,P,00-0037607
1607,2024,BAL,DB,00-0037608
1608,2024,PIT,RB,00-0037609
1609,2024,MIN,P,00-0037610
1610,2024,NYG,LB,00-0037611
1611,2024,NYG,OL,00-0037612
1612,2024,HOU,OL,00-0037613
1613,2024,HOU,WR,00-0037614
1614,2024,PHI,LB,00-0037615
1615,2024,IND,DB,00-0037616
1616,2024,TEN,RB,00-0037617
1617,2024,LA,OL,00-0037618
1618,2024,MIA,OL,00-0037619
1619,2024,NE,OL,00-0037620
1620,2024,NYG,DL,00-0037621
1621,2024,NYJ,OL,00-0037625
1622,2024,TB,DL,00-0037627
1623,2024,LA,LB,00-0037633
1624,2024,NYG,LB,00-0037638
1625,2024,ATL,TE,00-0037654
1626,2024,BUF,DB,00-0037661
1627,2024,TB,DL,00-0037662
1628,2024,NYJ,LB,00-0037663
1629,2024,IND,WR,00-0037664
1630,2024,DAL,DL,00-0037665
1631,2024,DAL,WR,00-0037666
1632,2024,DET,DB,00-0037667
1633,2024,ATL,DB,00-0037670
1634,2024,DAL,K,00-0037692
1635,2024,DET,WR,00-0037708
1636,2024,NE,DL,00-0037711
1637,2024,NE,TE,00-0037724
1638,2024,NYJ,WR,00-0037740
1639,2024,WAS,WR,00-0037741
1640,2024,TEN,WR,00-0037742
1641,2024,CIN,DB,00-0037743
1642,2024,ARI,TE,00-0037744
1643,2024,CHI,WR,00-0037745
1644,2024,WAS,RB,00-0037746
1645,2024,BAL,DB,00-0037747
1646,2024,ARI,OL,00-0037748
1647,2024,CIN,DB,00-0037752
1648,2024,CIN,DB,00-0037753
1649,2024,TEN,OL,00-0037754
1650,2024,IND,TE,00-0037755
1651,2024,BAL,DL,00-0037756
1652,2024,IND,OL,00-0037757
1653,2024,NYG,DB,00-0037758
1654,2024,PIT,DL,00-0037759
1655,2024,CIN,DL,00-0037760
1656,2024,DAL,WR,00-0037801
1657,2024,CIN,DL,00-0037804
1658,2024,NYJ,TE,00-0037805
1659,2024,NYG,OL,00-0037807
1660,2024,ATL,LB,00-0037808
1661,2024,TEN,TE,00-0037809
1662,2024,ATL,LB,00-0037810
1663,2024,JAX,LB,00-0037811
1664,2024,SEA,OL,00-0037812
1665,2024,MIA,LB,00-0037813
1666,2024,JAX,OL,00-0037814
1667,2024,ARI,LB,00-0037815
1668,2024,GB,WR,00-0037816
1669,2024,GB,OL,00-0037817
1670,2024,LAC,OL,00-0037818
1671,2024,KC,LB,00-0037819
1672,2024,SEA,OL,00-0037821
1673,2024,MIN,LB,00-0037822
1674,2024,HOU,LB,00-0037823
1675,2024,BAL,OL,00-0037825
1676,2024,SF,DL,00-0037826
1677,2024,PHI,RB,00-0037827
1678,2024,SF,WR,00-0037828
1679,2024,SF,OL,00-0037829
1680,2024,SF,DB,00-0037830
1681,2024,SF,OL,00-0037831
1682,2024,SF,DL,00-0037832
1683,2024,WAS,DB,00-0037833
1684,2024,SF,QB,00-0037834
1685,2024,TB,OL,00-0037835
1686,2024,LA,OL,00-0037836
1687,2024,PIT,WR,00-0037837
1688,2024,BAL,TE,00-0037838
1689,2024,LA,DB,00-0037839
1690,2024,LA,RB,00-0037840
1691,2024,LA,DB,00-0037841
1692,2024,LA,DB,00-0037842
1693,2024,CHI,LB,00-0037843
1694,2024,LA,DB,00-0037844
1695,2024,LA,OL,00-0037845
1696,2024,BAL,DB,00-0037984
1697,2024,BAL,DB,00-0038038
1698,2024,LV,DB,00-0038039
1699,2024,LV,RB,00-0038040
1700,2024,DAL,TE,00-0038041
1701,2024,TB,P,00-0038042
1702,2024,KC,DB,00-0038043
1703,2024,LAC,RB,00-0038045
1704,2024,BAL,TE,00-0038046
1705,2024,WAS,OL,00-0038073
1706,2024,KC,WR,00-0038090
1707,2024,LAC,DB,00-0038091
1708,2024,MIA,WR,00-0038092
1709,2024,KC,DL,00-0038093
1710,2024,BAL,P,00-0038094
1711,2024,CIN,OL,00-0038095
1712,2024,DET,DL,00-0038096
1713,2024,CLE,K,00-0038097
1714,2024,CLE,RB,00-0038098
1715,2024,WAS,DL,00-0038099
1716,2024,WAS,DB,00-0038100
1717,2024,MIN,DB,00-0038101
1718,2024,PHI,QB,00-0038102
1719,2024,NE,OL,00-0038103
1720,2024,NE,WR,00-0038104
1721,2024,DEN,DB,00-0038105
1722,2024,NYJ,DL,00-0038107
1723,2024,NE,QB,00-0038108
1724,2024,CHI,DB,00-0038111
1725,2024,PHI,OL,00-0038112
1726,2024,PHI,LB,00-0038113
1727,2024,NYJ,OL,00-0038114
1728,2024,NYG,TE,00-0038115
1729,2024,ATL,LB,00-0038116
1730,2024,NYG,WR,00-0038117
1731,2024,BAL,OL,00-0038118
1732,2024,BAL,DB,00-0038119
1733,2024,NYJ,RB,00-0038120
1734,2024,NO,DB,00-0038121
1735,2024,ARI,QB,00-0038122
1736,2024,NYG,DB,00-0038123
1737,2024,GB,WR,00-0038124
1738,2024,TEN,DB,00-0038125
1739,2024,TB,DL,00-0038127
1740,2024,TEN,QB,00-0038128
1741,2024,TB,TE,00-0038129
1742,2024,MIN,DB,00-0038130
1743,2024,MIN,OL,00-0038131
1744,2024,SEA,LB,00-0038133
1745,2024,SEA,RB,00-0038134
1746,2024,CHI,DB,00-0038135
1747,2024,SEA,DB,00-0038136
1748,2024,BAL,LB,00-0038142
1749,2024,IND,DB,00-0038143
1750,2024,TEN,TE,00-0038145
1751,2024,ATL,WR,00-0038147
1752,2024,ATL,WR,00-0038149
1753,2024,NYG,QB,00-0038150
1754,2024,CLE,K,00-0038152
1755,2024,MIN,WR,00-0038181
1756,2024,ATL,OL,00-0038304
1757,2024,DAL,DB,00-0038348
1758,2024,LA,K,00-0038354
1759,2024,LA,OL,00-0038358
1760,2024,LA,WR,00-0038359
1761,2024,LA,LS,00-0038360
1762,2024,LA,DB,00-0038366
1763,2024,CHI,DB,00-0038368
1764,2024,WAS,DB,00-0038381
1765,2024,BAL,OL,00-0038382
1766,2024,BAL,OL,00-0038383
1767,2024,LA,QB,00-0038385
1768,2024,PHI,DL,00-0038386
1769,2024,GB,DL,00-0038387
1770,2024,PIT,DB,00-0038388
1771,2024,NYJ,RB,00-0038389
1772,2024,CHI,LB,00-0038390
1773,2024,GB,QB,00-0038391
1774,2024,IND,DB,00-0038392
1775,2024,GB,WR,00-0038393
1776,2024,IND,TE,00-0038394
1777,2024,CHI,DB,00-0038395
1778,2024,NYG,RB,00-0038396
1779,2024,IND,RB,00-0038397
1780,2024,GB,DL,00-0038398
1781,2024,NYJ,LB,00-0038399
1782,2024,PHI,QB,00-0038400
1783,2024,NYJ,DB,00-0038401
1784,2024,GB,K,00-0038402
1785,2024,NYG,DB,00-0038403
1786,2024,IND,DL,00-0038404
1787,2024,CIN,DL,00-0038405
1788,2024,NYJ,TE,00-0038406
1789,2024,IND,DB,00-0038407
1790,2024,GB,DB,00-0038408
1791,2024,PHI,RB,00-0038409
1792,2024,IND,OL,00-0038410
1793,2024,GB,DB,00-0038411
1794,2024,PHI,DL,00-0038412
1795,2024,NYG,DB,00-0038413
1796,2024,BUF,DB,00-0038414
1797,2024,CHI,QB,00-0038416
1798,2024,CHI,LB,00-0038417
1799,2024,ATL,RB,00-0038419
1800,2024,WAS,DL,00-0038423
1801,2024,TB,OL,00-0038426
1802,2024,IND,LB,00-0038429
1803,2024,ATL,LB,00-0038437
1804,2024,IND,RB,00-0038440
1805,2024,BAL,DL,00-0038448
1806,2024,BAL,OL,00-0038452
1807,2024,BAL,RB,00-0038454
1808,2024,BAL,WR,00-0038455
1809,2024,ARI,TE,00-0038456
1810,2024,BAL,RB,00-0038458
1811,2024,BAL,OL,00-0038459
1812,2024,GB,DL,00-0038462
1813,2024,GB,LB,00-0038463
1814,2024,GB,WR,00-0038465
1815,2024,GB,TE,00-0038468
1816,2024,GB,DB,00-0038470
1817,2024,GB,OL,00-0038471
1818,2024,PIT,WR,00-0038472
1819,2024,CAR,DB,00-0038475
1820,2024,NYG,QB,00-0038476
1821,2024,NYG,WR,00-0038477
1822,2024,GB,DB,00-0038478
1823,2024,NYG,LB,00-0038479
1824,2024,CHI,LS,00-0038481
1825,2024,PHI,DB,00-0038482
1826,2024,PHI,WR,00-0038484
1827,2024,PHI,DB,00-0038487
1828,2024,SEA,TE,00-0038488
1829,2024,PHI,LB,00-0038489
1830,2024,TEN,P,00-0038490
1831,2024,GB,DL,00-0038491
1832,2024,NYJ,WR,00-0038492
1833,2024,CAR,LB,00-0038493
1834,2024,KC,DB,00-0038494
1835,2024,NYJ,WR,00-0038496
1836,2024,PHI,TE,00-0038498
1837,2024,CLE,LB,00-0038499
1838,2024,LAC,OL,00-0038500
1839,2024,NE,WR,00-0038502
1840,2024,BAL,LB,00-0038504
1841,2024,BAL,LB,00-0038505
1842,2024,NYG,DL,00-0038506
1843,2024,GB,WR,00-0038507
1844,2024,CHI,OL,00-0038509
1845,2024,PIT,OL,00-0038511
1846,2024,KC,LB,00-0038513
1847,2024,KC,DL,00-0038514
1848,2024,KC,RB,00-0038518
1849,2024,KC,WR,00-0038519
1850,2024,DEN,DB,00-0038521
1851,2024,CLE,DB,00-0038523
1852,2024,CAR,LB,00-0038535
1853,2024,CAR,OL,00-0038536
1854,2024,CAR,OL,00-0038537
1855,2024,ARI,OL,00-0038540
1856,2024,LV,DL,00-0038541
1857,2024,ATL,RB,00-0038542
1858,2024,SEA,WR,00-0038543
1859,2024,LAC,WR,00-0038544
1860,2024,DAL,DL,00-0038545
1861,2024,CIN,DL,00-0038546
1862,2024,DAL,TE,00-0038547
1863,2024,BUF,OL,00-0038548
1864,2024,CIN,DB,00-0038549
1865,2024,DET,QB,00-0038550
1866,2024,NO,RB,00-0038551
1867,2024,DEN,DB,00-0038552
1868,2024,LAC,LB,00-0038553
1869,2024,SF,DB,00-0038554
1870,2024,JAX,RB,00-0038555
1871,2024,DAL,LB,00-0038556
1872,2024,BUF,LB,00-0038557
1873,2024,PIT,TE,00-0038558
1874,2024,ARI,WR,00-0038559
1875,2024,CIN,DB,00-0038560
1876,2024,CLE,DL,00-0038561
1877,2024,SF,K,00-0038562
1878,2024,LV,WR,00-0038563
1879,2024,SF,TE,00-0038564
1880,2024,MIN,DB,00-0038565
1881,2024,NO,OL,00-0038566
1882,2024,NE,K,00-0038567
1883,2024,ATL,DB,00-0038568
1884,2024,NE,OL,00-0038569
1885,2024,JAX,LB,00-0038570
1886,2024,ARI,OL,00-0038571
1887,2024,SEA,DL,00-0038572
1888,2024,LAC,WR,00-0038573
1889,2024,CLE,DL,00-0038574
1890,2024,DAL,DL,00-0038575
1891,2024,CIN,WR,00-0038576
1892,2024,PIT,LB,00-0038577
1893,2024,MIN,DB,00-0038578
1894,2024,LV,QB,00-0038579
1895,2024,JAX,LB,00-0038580
1896,2024,WAS,DL,00-0038581
1897,2024,ARI,QB,00-0038582
1898,2024,CLE,QB,00-0038583
1899,2024,MIN,DL,00-0038584
1900,2024,CLE,DB,00-0038585
1901,2024,NE,OL,00-0038586
1902,2024,CAR,DB,00-0038587
1903,2024,NO,DB,00-0038588
1904,2024,TEN,TE,00-0038589
1905,2024,BUF,WR,00-0038590
1906,2024,SEA,DL,00-0038591
1907,2024,DET,OL,00-0038592
1908,2024,SEA,OL,00-0038593
1909,2024,SF,DB,00-0038594
1910,2024,LAC,OL,00-0038595
1911,2024,JAX,DB,00-0038596
1912,2024,CIN,RB,00-0038597
1913,2024,MIN,QB,00-0038598
1914,2024,HOU,LB,00-0038599
1915,2024,ARI,LB,00-0038600
1916,2024,DAL,OL,00-0038601
1917,2024,LV,DB,00-0038602
1918,2024,SF,DL,00-0038603
1919,2024,DAL,DB,00-0038604
1920,2024,DEN,DB,00-0038605
1921,2024,JAX,WR,00-0038606
1922,2024,TEN,OL,00-0038607
1923,2024,NE,WR,00-0038608
1924,2024,CLE,OL,00-0038609
1925,2024,NE,P,00-0038610
1926,2024,WAS,RB,00-0038611
1927,2024,NO,WR,00-0038612
1928,2024,SEA,DB,00-0038613
1929,2024,LAC,DL,00-0038614
1930,2024,HOU,OL,00-0038615
1931,2024,JAX,DB,00-0038616
1932,2024,LV,LB,00-0038617
1933,2024,HOU,WR,00-0038618
1934,2024,CIN,WR,00-0038619
1935,2024,JAX,DB,00-0038620
1936,2024,NE,WR,00-0038621
1937,2024,DAL,RB,00-0038622
1938,2024,ARI,DL,00-0038623
1939,2024,IND,DB,00-0038624
1940,2024,SF,LB,00-0038625
1941,2024,CIN,P,00-0038626
1942,2024,DET,WR,00-0038627
1943,2024,ATL,DB,00-0038628
1944,2024,ATL,OL,00-0038629
1945,2024,JAX,OL,00-0038630
1946,2024,TEN,WR,00-0038632
1947,2024,HOU,OL,00-0038633
1948,2024,LV,DL,00-0038634
1949,2024,WAS,DL,00-0038635
1950,2024,SEA,RB,00-0038636
1951,2024,LAC,QB,00-0038637
1952,2024,PIT,DB,00-0038639
1953,2024,DAL,WR,00-0038640
1954,2024,NE,DB,00-0038641
1955,2024,CIN,DB,00-0038642
1956,2024,SF,TE,00-0038643
1957,2024,HOU,DB,00-0038644
1958,2024,PIT,OL,00-0038645
1959,2024,NE,DB,00-0038646
1960,2024,SF,WR,00-0038647
1961,2024,SF,LB,00-0038648
1962,2024,DEN,OL,00-0038649
1963,2024,NYG,WR,00-0038651
1964,2024,LA,DL,00-0038653
1965,2024,DET,OL,00-0038654
1966,2024,DET,DB,00-0038655
1967,2024,DET,DB,00-0038657
1968,2024,ARI,LB,00-0038660
1969,2024,DET,DL,00-0038661
1970,2024,ARI,DB,00-0038663
1971,2024,JAX,DL,00-0038666
1972,2024,JAX,WR,00-0038667
1973,2024,NYG,DB,00-0038668
1974,2024,ARI,DB,00-0038674
1975,2024,BUF,OL,00-0038676
1976,2024,NO,RB,00-0038678
1977,2024,BUF,WR,00-0038679
1978,2024,BUF,WR,00-0038680
1979,2024,DET,LB,00-0038682
1980,2024,MIA,DB,00-0038684
1981,2024,MIA,RB,00-0038685
1982,2024,MIA,DL,00-0038694
1983,2024,DEN,DB,00-0038696
1984,2024,MIA,LB,00-0038700
1985,2024,ARI,WR,00-0038702
1986,2024,IND,DB,00-0038703
1987,2024,ARI,RB,00-0038705
1988,2024,PIT,DL,00-0038708
1989,2024,ARI,TE,00-0038710
1990,2024,CLE,LB,00-0038711
1991,2024,KC,RB,00-0038714
1992,2024,CLE,DB,00-0038715
1993,2024,DEN,DB,00-0038717
1994,2024,CLE,DL,00-0038718
1995,2024,CLE,LB,00-0038719
1996,2024,MIA,TE,00-0038720
1997,2024,PIT,OL,00-0038721
1998,2024,HOU,DL,00-0038724
1999,2024,NYJ,RB,00-0038727
2000,2024,HOU,WR,00-0038728
2001,2024,HOU,OL,00-0038729
2002,2024,DAL,OL,00-0038731
2003,2024,DAL,OL,00-0038732
2004,2024,DAL,WR,00-0038734
2005,2024,DAL,TE,00-0038735
2006,2024,DAL,DL,00-0038736
2007,2024,IND,DL,00-0038737
2008,2024,DAL,RB,00-0038738
2009,2024,DAL,WR,00-0038740
2010,2024,DAL,WR,00-0038741
2011,2024,DAL,DL,00-0038742
2012,2024,PIT,DL,00-0038746
2013,2024,SEA,WR,00-0038752
2014,2024,SEA,DB,00-0038753
2015,2024,CLE,WR,00-0038762
2016,2024,SEA,LB,00-0038764
2017,2024,SEA,DB,00-0038765
2018,2024,SEA,LS,00-0038769
2019,2024,SEA,DB,00-0038770
2020,2024,GB,DB,00-0038773
2021,2024,CAR,OL,00-0038775
2022,2024,CAR,OL,00-0038776
2023,2024,NO,DB,00-0038781
2024,2024,CAR,LB,00-0038782
2025,2024,DEN,TE,00-0038783
2026,2024,MIN,OL,00-0038785
2027,2024,DEN,DB,00-0038788
2028,2024,HOU,DL,00-0038790
2029,2024,DEN,LB,00-0038791
2030,2024,DEN,OL,00-0038792
2031,2024,DEN,RB,00-0038794
2032,2024,PHI,DL,00-0038795
2033,2024,DEN,OL,00-0038796
2034,2024,GB,RB,00-0038797
2035,2024,MIN,LB,00-0038800
2036,2024,MIN,LB,00-0038801
2037,2024,TB,WR,00-0038805
2038,2024,MIN,WR,00-0038806
2039,2024,MIN,LB,00-0038807
2040,2024,GB,K,00-0038808
2041,2024,GB,TE,00-0038809
2042,2024,MIN,WR,00-0038810
2043,2024,MIN,DB,00-0038811
2044,2024,MIN,DB,00-0038812
2045,2024,TB,LS,00-0038817
2046,2024,TB,OL,00-0038818
2047,2024,TB,DB,00-0038819
2048,2024,TB,DB,00-0038820
2049,2024,TB,WR,00-0038821
2050,2024,TB,DB,00-0038823
2051,2024,TB,WR,00-0038824
2052,2024,SEA,OL,00-0038826
2053,2024,TB,TE,00-0038828
2054,2024,WAS,WR,00-0038830
2055,2024,WAS,OL,00-0038832
2056,2024,WAS,WR,00-0038839
2057,2024,WAS,WR,00-0038840
2058,2024,WAS,DB,00-0038841
2059,2024,SF,DL,00-0038842
2060,2024,TEN,WR,00-0038844
2061,2024,TEN,DB,00-0038845
2062,2024,TEN,DB,00-0038848
2063,2024,TEN,DL,00-0038850
2064,2024,TEN,LB,00-0038851
2065,2024,TEN,OL,00-0038852
2066,2024,TEN,LB,00-0038853
2067,2024,TEN,LB,00-0038854
2068,2024,LAC,DL,00-0038861
2069,2024,LAC,RB,00-0038862
2070,2024,LAC,LB,00-0038865
2071,2024,LAC,DB,00-0038866
2072,2024,PIT,RB,00-0038875
2073,2024,PIT,OL,00-0038876
2074,2024,CAR,DB,00-0038877
2075,2024,CAR,OL,00-0038880
2076,2024,GB,DL,00-0038882
2077,2024,CIN,LB,00-0038890
2078,2024,CIN,WR,00-0038891
2079,2024,CIN,OL,00-0038892
2080,2024,CIN,DL,00-0038893
2081,2024,PIT,LB,00-0038895
2082,2024,PHI,WR,00-0038902
2083,2024,NO,OL,00-0038903
2084,2024,NO,K,00-0038905
2085,2024,NO,P,00-0038906
2086,2024,ATL,DB,00-0038907
2087,2024,NO,LB,00-0038908
2088,2024,BAL,WR,00-0038911
2089,2024,SEA,OL,00-0038914
2090,2024,LV,DB,00-0038915
2091,2024,NE,DB,00-0038916
2092,2024,LV,TE,00-0038920
2093,2024,SEA,LB,00-0038922
2094,2024,LV,OL,00-0038923
2095,2024,TB,OL,00-0038924
2096,2024,ATL,RB,00-0038930
2097,2024,CHI,OL,00-0038932
2098,2024,BUF,TE,00-0038933
2099,2024,JAX,OL,00-0038934
2100,2024,JAX,TE,00-0038935
2101,2024,HOU,OL,00-0038936
2102,2024,CHI,DL,00-0038937
2103,2024,NYG,WR,00-0038938
2104,2024,DET,DL,00-0038939
2105,2024,JAX,DL,00-0038940
2106,2024,CHI,WR,00-0038941
2107,2024,LA,DB,00-0038946
2108,2024,LA,OL,00-0038947
2109,2024,TB,RB,00-0038951
2110,2024,ATL,WR,00-0038953
2111,2024,PIT,WR,00-0038954
2112,2024,KC,DB,00-0038956
2113,2024,TB,LB,00-0038958
2114,2024,TEN,DB,00-0038961
2115,2024,GB,RB,00-0038965
2116,2024,ATL,DB,00-0038966
2117,2024,TEN,WR,00-0038969
2118,2024,DEN,WR,00-0038976
2119,2024,HOU,WR,00-0038977
2120,2024,LV,DL,00-0038978
2121,2024,CLE,WR,00-0038979
2122,2024,ATL,DL,00-0038980
2123,2024,KC,OL,00-0038981
2124,2024,KC,DB,00-0038982
2125,2024,KC,DL,00-0038983
2126,2024,ARI,DB,00-0038984
2127,2024,TEN,DL,00-0038985
2128,2024,KC,DB,00-0038986
2129,2024,MIN,WR,00-0038994
2130,2024,NO,DL,00-0038995
2131,2024,GB,TE,00-0038996
2132,2024,IND,WR,00-0038997
2133,2024,NO,QB,00-0038998
2134,2024,IND,TE,00-0038999
2135,2024,NYG,DB,00-0039000
2136,2024,PHI,OL,00-0039001
2137,2024,PHI,DB,00-0039002
2138,2024,DEN,LB,00-0039003
2139,2024,NYJ,OL,00-0039004
2140,2024,HOU,OL,00-0039005
2141,2024,KC,DL,00-0039006
2142,2024,ARI,DB,00-0039007
2143,2024,WAS,OL,00-0039008
2144,2024,HOU,DL,00-0039009
2145,2024,WAS,OL,00-0039010
2146,2024,PHI,LB,00-0039013
2147,2024,CLE,OL,00-0039014
2148,2024,DET,LB,00-0039018
2149,2024,NYG,OL,00-0039019
2150,2024,SEA,OL,00-0039020
2151,2024,CHI,RB,00-0039021
2152,2024,GB,TE,00-0039023
2153,2024,NE,OL,00-0039030
2154,2024,IND,DL,00-0039031
2155,2024,TEN,RB,00-0039032
2156,2024,TEN,OL,00-0039034
2157,2024,MIA,RB,00-0039040
2158,2024,ARI,TE,00-0039041
2159,2024,MIA,OL,00-0039042
2160,2024,MIN,RB,00-0039046
2161,2024,SEA,LB,00-0039047
2162,2024,ATL,OL,00-0039048
2163,2024,TB,LB,00-0039049
2164,2024,TB,TE,00-0039050
2165,2024,TB,DB,00-0039051
2166,2024,TB,WR,00-0039052
2167,2024,TB,LB,00-0039053
2168,2024,NE,LB,00-0039054
2169,2024,LA,OL,00-0039058
2170,2024,LA,P,00-0039059
2171,2024,LA,DB,00-0039060
2172,2024,LA,DL,00-0039061
2173,2024,CAR,WR,00-0039062
2174,2024,TB,DL,00-0039063
2175,2024,BAL,WR,00-0039064
2176,2024,DET,TE,00-0039065
2177,2024,LV,TE,00-0039066
2178,2024,KC,WR,00-0039067
2179,2024,TB,LB,00-0039068
2180,2024,IND,DB,00-0039069
2181,2024,CHI,DL,00-0039070
2182,2024,CHI,DB,00-0039071
2183,2024,LV,DB,00-0039072
2184,2024,LA,TE,00-0039074
2185,2024,LA,WR,00-0039075
2186,2024,LA,LB,00-0039076
2187,2024,LA,OL,00-0039077
2188,2024,WAS,LB,00-0039099
2189,2024,LA,QB,00-0039107
2190,2024,HOU,DL,00-0039108
2191,2024,PIT,OL,00-0039109
2192,2024,PIT,DL,00-0039110
2193,2024,LAC,DL,00-0039111
2194,2024,GB,LB,00-0039112
2195,2024,MIA,DB,00-0039133
2196,2024,LA,DB,00-0039134
2197,2024,LA,LB,00-0039135
2198,2024,LA,RB,00-0039136
2199,2024,LA,LB,00-0039137
2200,2024,LA,DL,00-0039138
2201,2024,DET,RB,00-0039139
2202,2024,PHI,DB,00-0039140
2203,2024,DET,DB,00-0039141
2204,2024,NYJ,LB,00-0039142
2205,2024,NO,DL,00-0039143
2206,2024,GB,TE,00-0039144
2207,2024,NYJ,OL,00-0039145
2208,2024,GB,WR,00-0039146
2209,2024,NE,DB,00-0039147
2210,2024,NE,DL,00-0039148
2211,2024,WAS,DB,00-0039149
2212,2024,CAR,QB,00-0039150
2213,2024,WAS,DB,00-0039151
2214,2024,TEN,QB,00-0039152
2215,2024,ARI,LB,00-0039155
2216,2024,IND,DB,00-0039156
2217,2024,TB,OL,00-0039157
2218,2024,IND,OL,00-0039158
2219,2024,HOU,QB,00-0039163
2220,2024,IND,QB,00-0039164
2221,2024,SEA,RB,00-0039165
2222,2024,SEA,DB,00-0039166
2223,2024,PIT,DB,00-0039167
2224,2024,SEA,DB,00-0039169
2225,2024,GB,DL,00-0039173
2226,2024,KC,OL,00-0039174
2227,2024,CAR,DL,00-0039175
2228,2024,LAC,DL,00-0039176
2229,2024,LV,DL,00-0039177
2230,2024,IND,LB,00-0039178
2231,2024,TB,DL,00-0039206
2232,2024,DEN,LB,00-0039207
2233,2024,KC,RB,00-0039228
2234,2024,NO,K,00-0039229
2235,2024,NYG,RB,00-0039230
2236,2024,JAX,TE,00-0039231
2237,2024,BAL,DB,00-0039232
2238,2024,BAL,OL,00-0039233
2239,2024,BAL,DB,00-0039234
2240,2024,BAL,DB,00-0039235
2241,2024,PHI,WR,00-0039236
2242,2024,BAL,OL,00-0039237
2243,2024,GB,QB,00-0039238
2244,2024,GB,DB,00-0039239
2245,2024,BAL,DB,00-0039241
2246,2024,BAL,OL,00-0039242
2247,2024,BAL,RB,00-0039244
2248,2024,BAL,DB,00-0039245
2249,2024,BAL,OL,00-0039246
2250,2024,BAL,DL,00-0039247
2251,2024,BAL,LB,00-0039250
2252,2024,BAL,OL,00-0039251
2253,2024,BAL,LS,00-0039252
2254,2024,BAL,LB,00-0039253
2255,2024,BAL,TE,00-0039254
2256,2024,BAL,WR,00-0039255
2257,2024,BAL,TE,00-0039256
2258,2024,BAL,OL,00-0039257
2259,2024,BAL,DB,00-0039258
2260,2024,BAL,WR,00-0039259
2261,2024,BAL,DL,00-0039260
2262,2024,BAL,WR,00-0039261
2263,2024,PHI,OL,00-0039262
2264,2024,PHI,TE,00-0039263
2265,2024,PHI,OL,00-0039264
2266,2024,PHI,DL,00-0039265
2267,2024,PHI,RB,00-0039266
2268,2024,PHI,DB,00-0039267
2269,2024,GB,LS,00-0039268
2270,2024,GB,DL,00-0039269
2271,2024,GB,LB,00-0039270
2272,2024,GB,RB,00-0039271
2273,2024,GB,OL,00-0039272
2274,2024,GB,OL,00-0039273
2275,2024,GB,TE,00-0039275
2276,2024,NYJ,DB,00-0039276
2277,2024,NYJ,LB,00-0039277
2278,2024,NYJ,WR,00-0039278
2279,2024,NYJ,DL,00-0039281
2280,2024,NYJ,DB,00-0039282
2281,2024,NYJ,OL,00-0039283
2282,2024,NYJ,DL,00-0039284
2283,2024,NYJ,DB,00-0039285
2284,2024,NYJ,WR,00-0039286
2285,2024,NYJ,TE,00-0039287
2286,2024,NYJ,LB,00-0039288
2287,2024,NYJ,DL,00-0039289
2288,2024,NYJ,OL,00-0039290
2289,2024,NYJ,DL,00-0039291
2290,2024,NYJ,DB,00-0039292
2291,2024,SEA,DL,00-0039293
2292,2024,SEA,DL,00-0039294
2293,2024,SEA,LB,00-0039296
