,season,team,position,player_id
787,2024,BAL,DB,00-0035695
788,2024,CIN,LB,00-0035697
789,2024,DAL,OL,00-0035698
790,2024,TB,DB,00-0035699
791,2024,GB,RB,00-0035700
792,2024,MIN,OL,00-0035702
793,2024,NYG,WR,00-0035703
794,2024,NYG,QB,00-0035704
795,2024,ARI,DB,00-0035705
796,2024,PHI,LB,00-0035707
797,2024,NE,LB,00-0035708
798,2024,NYG,QB,00-0035710
799,2024,NYG,LB,00-0035713
800,2024,SF,DL,00-0035717
801,2024,NYJ,DL,00-0035718
802,2024,SF,WR,00-0035719
803,2024,PHI,OL,00-0035743
804,2024,LV,LS,00-0035757
805,2024,DEN,DL,00-0035763
806,2024,DEN,OL,00-0035764
807,2024,BAL,TE,00-0035769
808,2024,NE,TE,00-0035771
809,2024,PHI,DB,00-0035783
810,2024,WAS,DB,00-0035795
811,2024,DEN,LB,00-0035804
812,2024,NE,RB,00-0035806
813,2024,NO,DL,00-0035816
814,2024,CHI,P,00-0035821
815,2024,JAX,LS,00-0035827
816,2024,ARI,OL,00-0035829
817,2024,NO,RB,00-0035831
818,2024,MIA,DL,00-0035841
819,2024,BUF,DL,00-0035850
820,2024,ARI,OL,00-0035853
821,2024,CLE,DL,00-0035857
822,2024,ARI,P,00-0035859
823,2024,ARI,RB,00-0035860
824,2024,CHI,DB,00-0035863
825,2024,ATL,WR,00-0035869
826,2024,ARI,WR,00-0035876
827,2024,HOU,P,00-0035889
828,2024,KC,DL,00-0035890
829,2024,SEA,WR,00-0035891
830,2024,JAX,OL,00-0035892
831,2024,CIN,LB,00-0035895
832,2024,KC,LB,00-0035900
833,2024,CIN,OL,00-0035904
834,2024,CAR,DL,00-0035910
835,2024,PIT,RB,00-0035924
836,2024,PIT,DL,00-0035927
837,2024,TB,DL,00-0035928
838,2024,LA,LB,00-0035933
839,2024,MIN,WR,00-0035934
840,2024,LA,LB,00-0035942
841,2024,MIN,DL,00-0035944
842,2024,SEA,DL,00-0035946
843,2024,CLE,TE,00-0035956
844,2024,ARI,LB,00-0035961
845,2024,ATL,DL,00-0035969
846,2024,SF,RB,00-0035973
847,2024,ARI,WR,00-0035976
848,2024,ARI,OL,00-0035992
849,2024,CLE,QB,00-0035993
850,2024,WAS,OL,00-0035997
851,2024,NYG,DB,00-0036002
852,2024,CAR,DL,00-0036007
853,2024,PIT,DB,00-0036010
854,2024,ARI,DB,00-0036011
855,2024,MIA,RB,00-0036020
856,2024,DET,TE,00-0036032
857,2024,DAL,OL,00-0036036
858,2024,CAR,DB,00-0036037
859,2024,NO,TE,00-0036040
860,2024,CAR,LB,00-0036045
861,2024,WAS,DL,00-0036050
862,2024,SEA,TE,00-0036059
863,2024,SEA,WR,00-0036080
864,2024,BAL,DL,00-0036081
865,2024,ATL,LS,00-0036082
866,2024,HOU,DB,00-0036087
867,2024,CHI,OL,00-0036093
868,2024,HOU,RB,00-0036096
869,2024,PIT,DB,00-0036101
870,2024,NE,OL,00-0036105
871,2024,MIN,DB,00-0036114
872,2024,TB,OL,00-0036123
873,2024,DET,DB,00-0036124
874,2024,BAL,DL,00-0036130
875,2024,TB,OL,00-0036132
876,2024,CLE,WR,00-0036133
877,2024,DAL,RB,00-0036139
878,2024,NYG,TE,00-0036145
879,2024,TEN,DB,00-0036147
880,2024,CIN,DL,00-0036148
881,2024,PHI,DL,00-0036151
882,2024,CAR,DB,00-0036152
883,2024,GB,LB,00-0036157
884,2024,LAC,RB,00-0036158
885,2024,NE,LB,00-0036159
886,2024,BUF,K,00-0036162
887,2024,NO,OL,00-0036163
888,2024,NYG,WR,00-0036165
889,2024,CAR,DB,00-0036166
890,2024,MIA,OL,00-0036171
891,2024,NO,TE,00-0036173
892,2024,TEN,WR,00-0036176
893,2024,MIA,DL,00-0036181
894,2024,TEN,WR,00-0036182
895,2024,LV,WR,00-0036183
896,2024,BUF,RB,00-0036187
897,2024,BUF,DL,00-0036192
898,2024,NE,LB,00-0036193
899,2024,HOU,OL,00-0036195
900,2024,JAX,WR,00-0036196
901,2024,NE,OL,00-0036198
902,2024,CIN,DB,00-0036199
903,2024,HOU,OL,00-0036202
904,2024,WAS,LB,00-0036203
905,2024,ATL,DL,00-0036204
906,2024,CAR,OL,00-0036210
907,2024,MIA,QB,00-0036212
908,2024,IND,DL,00-0036213
909,2024,IND,OL,00-0036215
910,2024,MIA,LS,00-0036217
911,2024,PIT,WR,00-0036219
912,2024,CAR,DL,00-0036220
913,2024,DEN,DB,00-0036221
914,2024,PHI,DB,00-0036222
915,2024,IND,RB,00-0036223
916,2024,MIN,DL,00-0036224
917,2024,HOU,TE,00-0036225
918,2024,NE,DB,00-0036231
919,2024,LV,TE,00-0036232
920,2024,DET,WR,00-0036233
921,2024,SEA,OL,00-0036236
922,2024,LA,DL,00-0036237
923,2024,TB,DB,00-0036241
924,2024,LA,TE,00-0036244
925,2024,NYG,OL,00-0036246
926,2024,CHI,WR,00-0036247
927,2024,MIA,OL,00-0036248
928,2024,PHI,LB,00-0036249
929,2024,GB,TE,00-0036250
930,2024,CIN,RB,00-0036251
931,2024,IND,WR,00-0036252
932,2024,IND,DB,00-0036253
933,2024,CHI,WR,00-0036254
934,2024,PIT,WR,00-0036255
935,2024,SF,OL,00-0036256
936,2024,LA,OL,00-0036258
937,2024,SF,WR,00-0036259
938,2024,NYJ,DL,00-0036260
939,2024,SF,WR,00-0036261
940,2024,JAX,DL,00-0036262
941,2024,GB,QB,00-0036264
942,2024,GB,RB,00-0036265
943,2024,SF,DL,00-0036266
944,2024,CLE,OL,00-0036267
945,2024,SEA,WR,00-0036268
946,2024,PIT,RB,00-0036269
947,2024,PIT,WR,00-0036271
948,2024,SF,OL,00-0036272
949,2024,NYJ,OL,00-0036273
950,2024,HOU,DB,00-0036274
951,2024,CHI,RB,00-0036275
952,2024,HOU,LB,00-0036276
953,2024,BAL,LB,00-0036280
954,2024,HOU,DB,00-0036281
955,2024,CLE,DB,00-0036282
956,2024,PHI,OL,00-0036284
957,2024,ATL,DB,00-0036285
958,2024,CAR,LB,00-0036286
959,2024,WAS,DB,00-0036287
960,2024,SF,LB,00-0036288
961,2024,CHI,TE,00-0036290
962,2024,TEN,DL,00-0036291
963,2024,CHI,DB,00-0036292
964,2024,WAS,DB,00-0036293
965,2024,CIN,LB,00-0036294
966,2024,PHI,OL,00-0036295
967,2024,BUF,RB,00-0036297
968,2024,CIN,LB,00-0036298
969,2024,HOU,DB,00-0036299
970,2024,WAS,LB,00-0036300
971,2024,NE,DB,00-0036302
972,2024,PIT,DB,00-0036303
973,2024,JAX,LB,00-0036305
974,2024,JAX,DB,00-0036306
975,2024,DET,DB,00-0036307
976,2024,ATL,WR,00-0036309
977,2024,CLE,OL,00-0036310
978,2024,PHI,P,00-0036313
979,2024,ARI,LB,00-0036314
980,2024,NYG,DB,00-0036315
981,2024,IND,OL,00-0036317
982,2024,TEN,OL,00-0036318
983,2024,NO,DL,00-0036321
984,2024,MIN,WR,00-0036322
985,2024,PIT,LB,00-0036323
986,2024,CAR,OL,00-0036325
987,2024,BUF,WR,00-0036326
988,2024,JAX,OL,00-0036327
989,2024,NE,RB,00-0036328
990,2024,NYJ,DB,00-0036329
991,2024,JAX,WR,00-0036331
992,2024,JAX,TE,00-0036332
993,2024,PIT,LB,00-0036333
994,2024,TEN,OL,00-0036334
995,2024,CAR,LB,00-0036335
996,2024,MIN,DL,00-0036337
997,2024,LAC,LB,00-0036338
998,2024,LA,OL,00-0036339
999,2024,CHI,DL,00-0036341
1000,2024,ARI,OL,00-0036342
1001,2024,NO,LB,00-0036343
1002,2024,NE,WR,00-0036345
1003,2024,MIN,OL,00-0036347
1004,2024,MIN,DB,00-0036348
1005,2024,LA,DB,00-0036349
1006,2024,ATL,DL,00-0036351
1007,2024,ATL,OL,00-0036354
1008,2024,LAC,QB,00-0036355
1009,2024,NYG,LB,00-0036356
1010,2024,DAL,WR,00-0036358
1011,2024,KC,RB,00-0036360
1012,2024,DAL,DB,00-0036361
1013,2024,NO,LB,00-0036362
1014,2024,BAL,OL,00-0036363
1015,2024,MIA,DL,00-0036366
1016,2024,KC,OL,00-0036367
1017,2024,NYJ,OL,00-0036369
1018,2024,NYJ,DL,00-0036371
1019,2024,TEN,DB,00-0036374
1020,2024,DET,DB,00-0036375
1021,2024,WAS,OL,00-0036376
1022,2024,KC,DL,00-0036378
1023,2024,ATL,DL,00-0036379
1024,2024,LAC,DB,00-0036380
1025,2024,NYG,OL,00-0036386
1026,2024,NE,WR,00-0036387
1027,2024,GB,DB,00-0036388
1028,2024,PHI,QB,00-0036389
1029,2024,ARI,DB,00-0036390
1030,2024,TEN,OL,00-0036391
1031,2024,DEN,OL,00-0036392
1032,2024,NYG,DB,00-0036394
1033,2024,SEA,DB,00-0036395
1034,2024,MIA,OL,00-0036396
1035,2024,NO,OL,00-0036397
1036,2024,DET,OL,00-0036399
1037,2024,MIA,LB,00-0036400
1038,2024,NYG,LB,00-0036402
1039,2024,BUF,DL,00-0036403
1040,2024,TB,OL,00-0036406
1041,2024,CLE,WR,00-0036407
1042,2024,NO,OL,00-0036408
1043,2024,MIA,LB,00-0036409
1044,2024,CIN,WR,00-0036410
1045,2024,TB,DB,00-0036411
1046,2024,BUF,WR,00-0036412
1047,2024,SEA,LB,00-0036413
1048,2024,PIT,WR,00-0036415
1049,2024,LAC,DB,00-0036416
1050,2024,CAR,OL,00-0036417
1051,2024,PHI,LB,00-0036418
1052,2024,PHI,LB,00-0036419
1053,2024,HOU,DL,00-0036420
1054,2024,DEN,TE,00-0036422
1055,2024,PHI,TE,00-0036423
1056,2024,ARI,RB,00-0036425
1057,2024,LA,WR,00-0036427
1058,2024,DEN,LB,00-0036428
1059,2024,ATL,TE,00-0036429
1060,2024,HOU,DL,00-0036430
1061,2024,CAR,DB,00-0036431
1062,2024,SEA,OL,00-0036437
1063,2024,CAR,TE,00-0036438
1064,2024,IND,WR,00-0036439
1065,2024,TEN,LB,00-0036441
1066,2024,CIN,QB,00-0036442
1067,2024,SF,OL,00-0036448
1068,2024,ATL,WR,00-0036463
1069,2024,MIA,WR,00-0036471
1070,2024,MIN,TE,00-0036474
1071,2024,IND,DL,00-0036479
1072,2024,IND,DL,00-0036480
1073,2024,CAR,WR,00-0036482
1074,2024,IND,OL,00-0036483
1075,2024,JAX,WR,00-0036497
1076,2024,NYJ,LB,00-0036500
1077,2024,NYJ,DB,00-0036501
1078,2024,NYG,DB,00-0036502
1079,2024,NYJ,DB,00-0036504
1080,2024,PIT,DL,00-0036505
1081,2024,CHI,DL,00-0036507
1082,2024,NYJ,TE,00-0036510
1083,2024,ATL,LB,00-0036511
1084,2024,PIT,OL,00-0036522
1085,2024,LV,WR,00-0036527
1086,2024,DET,TE,00-0036534
1087,2024,DEN,OL,00-0036535
1088,2024,BAL,WR,00-0036550
1089,2024,SF,OL,00-0036551
1090,2024,NYG,DL,00-0036552
1091,2024,NYG,LB,00-0036553
1092,2024,HOU,WR,00-0036554
1093,2024,CAR,RB,00-0036555
1094,2024,HOU,TE,00-0036556
1095,2024,SF,OL,00-0036557
1096,2024,MIA,DL,00-0036558
1097,2024,NE,DB,00-0036559
1098,2024,BUF,OL,00-0036560
1099,2024,KC,DB,00-0036561
1100,2024,SF,DB,00-0036563
1101,2024,SF,DB,00-0036564
1102,2024,LAC,TE,00-0036565
1103,2024,SF,RB,00-0036567
1104,2024,ARI,DL,00-0036568
1105,2024,NYG,RB,00-0036569
1106,2024,ARI,DL,00-0036576
1107,2024,IND,OL,00-0036577
1108,2024,LAC,OL,00-0036584
1109,2024,BAL,DB,00-0036587
1110,2024,NYG,DB,00-0036589
1111,2024,BUF,TE,00-0036590
1112,2024,MIA,OL,00-0036596
1113,2024,LA,OL,00-0036603
1114,2024,LV,OL,00-0036604
1115,2024,SEA,OL,00-0036605
1116,2024,SF,DL,00-0036611
1117,2024,MIA,WR,00-0036613
1118,2024,WAS,LB,00-0036614
1119,2024,TEN,DB,00-0036615
1120,2024,MIN,OL,00-0036616
1121,2024,LAC,DB,00-0036617
1122,2024,WAS,OL,00-0036618
1123,2024,TEN,OL,00-0036619
1124,2024,SEA,WR,00-0036620
1125,2024,KC,LB,00-0036621
1126,2024,GB,OL,00-0036622
1127,2024,KC,OL,00-0036623
1128,2024,DET,DL,00-0036624
1129,2024,WAS,DB,00-0036625
1130,2024,WAS,WR,00-0036626
1131,2024,PIT,WR,00-0036627
1132,2024,WAS,TE,00-0036628
1133,2024,MIN,DB,00-0036629
1134,2024,BAL,WR,00-0036630
1135,2024,GB,OL,00-0036631
1136,2024,DEN,DB,00-0036633
1137,2024,CLE,LB,00-0036634
1138,2024,CAR,WR,00-0036635
1139,2024,LAC,OL,00-0036636
1140,2024,KC,TE,00-0036637
1141,2024,WAS,DB,00-0036638
1142,2024,BUF,TE,00-0036640
1143,2024,GB,DL,00-0036642
1144,2024,TB,LB,00-0036643
1145,2024,IND,LB,00-0036644
1146,2024,NO,DB,00-0036645
1147,2024,LAC,WR,00-0036646
1148,2024,KC,WR,00-0036647
1149,2024,LAC,LB,00-0036648
1150,2024,TEN,DL,00-0036649
1151,2024,DAL,WR,00-0036652
1152,2024,SEA,OL,00-0036653
1153,2024,JAX,OL,00-0036655
1154,2024,JAX,WR,00-0036657
1155,2024,GB,LB,00-0036658
1156,2024,KC,OL,00-0036660
1157,2024,DAL,DB,00-0036661
1158,2024,DET,OL,00-0036663
1159,2024,NE,DL,00-0036664
1160,2024,LAC,DB,00-0036667
1161,2024,DET,RB,00-0036670
1162,2024,WAS,WR,00-0036671
1163,2024,IND,LB,00-0036672
1164,2024,JAX,TE,00-0036674
1165,2024,PHI,WR,00-0036676
1166,2024,GB,DB,00-0036677
1167,2024,CAR,DB,00-0036678
1168,2024,BUF,QB,00-0036679
1169,2024,KC,DL,00-0036682
1170,2024,DEN,DB,00-0036683
1171,2024,LA,TE,00-0036692
1172,2024,ARI,DL,00-0036695
1173,2024,JAX,LB,00-0036704
1174,2024,CLE,LB,00-0036705
1175,2024,LV,LB,00-0036711
1176,2024,CHI,LB,00-0036716
1177,2024,NO,RB,00-0036727
1178,2024,SF,LB,00-0036728
1179,2024,DET,OL,00-0036736
1180,2024,NYG,TE,00-0036741
1181,2024,DET,TE,00-0036754
1182,2024,LAC,RB,00-0036755
1183,2024,GB,DB,00-0036764
1184,2024,PIT,OL,00-0036783
1185,2024,NO,DL,00-0036788
1186,2024,CHI,OL,00-0036795
1187,2024,SEA,LB,00-0036802
1188,2024,NE,LB,00-0036813
1189,2024,JAX,K,00-0036816
1190,2024,ATL,OL,00-0036833
1191,2024,MIA,OL,00-0036839
1192,2024,MIN,RB,00-0036842
1193,2024,PIT,DL,00-0036843
1194,2024,TEN,LB,00-0036844
1195,2024,LA,WR,00-0036849
1196,2024,CIN,DL,00-0036850
1197,2024,CIN,OL,00-0036852
1198,2024,CIN,K,00-0036854
1199,2024,TB,DL,00-0036855
1200,2024,CIN,OL,00-0036856
1201,2024,CIN,RB,00-0036857
1202,2024,CLE,WR,00-0036858
1203,2024,NYG,OL,00-0036859
1204,2024,DET,RB,00-0036860
1205,2024,HOU,WR,00-0036862
1206,2024,CIN,OL,00-0036865
1207,2024,CLE,OL,00-0036866
1208,2024,LAC,DL,00-0036867
1209,2024,PIT,OL,00-0036869
1210,2024,DAL,LB,00-0036870
1211,2024,LV,DB,00-0036871
1212,2024,NE,DB,00-0036872
1213,2024,DEN,DB,00-0036874
1214,2024,NE,RB,00-0036875
1215,2024,IND,TE,00-0036876
1216,2024,CLE,WR,00-0036877
1217,2024,LV,DL,00-0036878
1218,2024,IND,QB,00-0036879
1219,2024,DET,OL,00-0036880
1220,2024,CIN,DL,00-0036881
1221,2024,ATL,DL,00-0036883
1222,2024,NE,DB,00-0036884
1223,2024,SEA,DB,00-0036885
1224,2024,DAL,OL,00-0036886
1225,2024,JAX,TE,00-0036887
1226,2024,BUF,DB,00-0036888
1227,2024,LAC,OL,00-0036892
1228,2024,PIT,RB,00-0036893
1229,2024,PIT,TE,00-0036894
1230,2024,LV,LB,00-0036895
1231,2024,ARI,LB,00-0036896
1232,2024,TEN,DB,00-0036897
1233,2024,HOU,QB,00-0036898
1234,2024,NYG,DB,00-0036899
1235,2024,CIN,WR,00-0036900
1236,2024,GB,DB,00-0036901
1237,2024,CIN,DL,00-0036902
1238,2024,LA,DL,00-0036903
1239,2024,GB,DB,00-0036904
1240,2024,CHI,OL,00-0036905
1241,2024,CHI,RB,00-0036906
1242,2024,PIT,DB,00-0036908
1243,2024,ARI,DL,00-0036909
1244,2024,PHI,WR,00-0036912
1245,2024,KC,WR,00-0036913
1246,2024,BUF,DL,00-0036914
1247,2024,CLE,LB,00-0036915
1248,2024,PHI,DL,00-0036916
1249,2024,PHI,DB,00-0036917
1250,2024,PHI,WR,00-0036918
1251,2024,PHI,RB,00-0036919
1252,2024,PHI,DL,00-0036920
1253,2024,PHI,DL,00-0036921
1254,2024,PHI,LB,00-0036922
1255,2024,ARI,RB,00-0036924
1256,2024,NO,DL,00-0036926
1257,2024,NO,LB,00-0036927
1258,2024,TB,QB,00-0036928
1259,2024,KC,QB,00-0036929
1260,2024,NO,OL,00-0036930
1261,2024,DAL,LB,00-0036932
1262,2024,ARI,LB,00-0036933
1263,2024,MIA,LB,00-0036934
1264,2024,KC,DB,00-0036935
1265,2024,ATL,WR,00-0036936
1266,2024,NO,DB,00-0036937
1267,2024,TEN,LB,00-0036938
1268,2024,NE,WR,00-0036939
1269,2024,BAL,LB,00-0036940
1270,2024,JAX,DB,00-0036941
1271,2024,DAL,DL,00-0036942
1272,2024,DEN,LS,00-0036943
1273,2024,CAR,DB,00-0036944
1274,2024,PIT,QB,00-0036945
1275,2024,NYG,OL,00-0036947
1276,2024,ATL,DL,00-0036948
1277,2024,ATL,RB,00-0036950
1278,2024,DEN,LB,00-0036952
1279,2024,CHI,OL,00-0036953
1280,2024,DET,DL,00-0036954
1281,2024,CAR,WR,00-0036955
1282,2024,ARI,DB,00-0036956
1283,2024,ATL,OL,00-0036957
1284,2024,DEN,WR,00-0036959
1285,2024,ATL,DB,00-0036961
1286,2024,LV,DB,00-0036962
1287,2024,DET,WR,00-0036963
1288,2024,DET,LB,00-0036964
1289,2024,NE,OL,00-0036966
1290,2024,TB,LB,00-0036967
1291,2024,CAR,OL,00-0036968
1292,2024,ATL,TE,00-0036970
1293,2024,JAX,QB,00-0036971
1294,2024,JAX,QB,00-0036972
1295,2024,JAX,RB,00-0036973
1296,2024,JAX,DB,00-0036974
1297,2024,JAX,OL,00-0036975
1298,2024,BUF,OL,00-0036976
1299,2024,BAL,OL,00-0036977
1300,2024,DEN,DL,00-0036978
1301,2024,NYJ,OL,00-0036979
1302,2024,CLE,WR,00-0036980
1303,2024,NE,DL,00-0036981
1304,2024,DAL,DL,00-0036982
1305,2024,HOU,OL,00-0036983
1306,2024,IND,RB,00-0036984
1307,2024,TB,OL,00-0036985
1308,2024,DAL,DB,00-0036986
1309,2024,BAL,DB,00-0036987
1310,2024,LAC,WR,00-0036988
1311,2024,LV,DL,00-0036989
1312,2024,LV,LB,00-0036990
1313,2024,TEN,DB,00-0036992
1314,2024,DET,DB,00-0036993
1315,2024,LA,LB,00-0036994
1316,2024,DEN,LB,00-0036995
1317,2024,CLE,DB,00-0036996
1318,2024,DEN,RB,00-0036997
1319,2024,MIA,DB,00-0036998
1320,2024,MIA,WR,00-0036999
1321,2024,NO,LB,00-0037000
1322,2024,DEN,OL,00-0037001
1323,2024,PHI,OL,00-0037002
1324,2024,NYJ,LB,00-0037003
1325,2024,LA,TE,00-0037004
1326,2024,CAR,TE,00-0037005
1327,2024,MIN,LB,00-0037007
1328,2024,SF,DB,00-0037008
1329,2024,LAC,OL,00-0037009
1330,2024,MIA,OL,00-0037010
1331,2024,BUF,TE,00-0037011
1332,2024,DAL,QB,00-0037012
1333,2024,DEN,QB,00-0037013
1334,2024,ARI,TE,00-0037020
1335,2024,NO,TE,00-0037022
1336,2024,LA,TE,00-0037031
1337,2024,ATL,DB,00-0037034
1338,2024,CLE,OL,00-0037040
1339,2024,WAS,DL,00-0037041
1340,2024,CAR,LB,00-0037043
1341,2024,DEN,DL,00-0037051
1342,2024,NYJ,WR,00-0037055
1343,2024,LA,LB,00-0037057
1344,2024,JAX,LB,00-0037061
1345,2024,PHI,DL,00-0037073
1346,2024,GB,LB,00-0037074
1347,2024,GB,DL,00-0037075
1348,2024,GB,OL,00-0037076
1349,2024,SEA,QB,00-0037077
1350,2024,WAS,TE,00-0037078
1351,2024,SEA,DB,00-0037079
1352,2024,ARI,LB,00-0037080
1353,2024,CHI,OL,00-0037081
1354,2024,CHI,DL,00-0037082
1355,2024,GB,LB,00-0037083
1356,2024,PIT,LB,00-0037084
1357,2024,DEN,RB,00-0037085
1358,2024,PHI,TE,00-0037086
1359,2024,CHI,OL,00-0037088
1360,2024,CHI,OL,00-0037089
1361,2024,GB,WR,00-0037091
1362,2024,WAS,OL,00-0037092
1363,2024,SEA,WR,00-0037093
1364,2024,GB,DL,00-0037094
1365,2024,WAS,DB,00-0037095
1366,2024,CHI,DB,00-0037096
1367,2024,DEN,P,00-0037097
1368,2024,GB,WR,00-0037098
1369,2024,CHI,DB,00-0037106
1370,2024,CHI,LB,00-0037109
1371,2024,SF,TE,00-0037112
1372,2024,IND,RB,00-0037120
1373,2024,GB,OL,00-0037122
1374,2024,CHI,DB,00-0037129
1375,2024,PHI,DB,00-0037130
1376,2024,PHI,WR,00-0037132
1377,2024,PHI,DB,00-0037136
1378,2024,PHI,DB,00-0037137
1379,2024,IND,OL,00-0037138
1380,2024,ARI,DB,00-0037141
1381,2024,SEA,DL,00-0037149
1382,2024,SEA,DL,00-0037152
1383,2024,TB,LB,00-0037153
1384,2024,NYJ,DB,00-0037155
1385,2024,NYJ,WR,00-0037156
1386,2024,DET,RB,00-0037157
1387,2024,MIN,OL,00-0037167
1388,2024,WAS,TE,00-0037168
1389,2024,LV,QB,00-0037175
1390,2024,PIT,LB,00-0037179
1391,2024,BAL,DL,00-0037181
1392,2024,BAL,LB,00-0037184
1393,2024,TB,WR,00-0037185
1394,2024,NYJ,DB,00-0037190
1395,2024,KC,DB,00-0037191
1396,2024,KC,DL,00-0037192
1397,2024,KC,DB,00-0037193
1398,2024,PHI,OL,00-0037194
1399,2024,KC,DB,00-0037195
1400,2024,GB,OL,00-0037196
1401,2024,KC,RB,00-0037197
1402,2024,KC,DB,00-0037198
1403,2024,CAR,DL,00-0037203
1404,2024,NE,DB,00-0037205
1405,2024,KC,OL,00-0037207
1406,2024,KC,LB,00-0037208
1407,2024,ATL,LB,00-0037213
1408,2024,KC,WR,00-0037216
1409,2024,LAC,K,00-0037224
1410,2024,NYJ,OL,00-0037225
1411,2024,PIT,RB,00-0037228
1412,2024,CAR,OL,00-0037229
1413,2024,KC,TE,00-0037233
1414,2024,JAX,LB,00-0037235
1415,2024,DET,DL,00-0037236
1416,2024,HOU,DB,00-0037237
1417,2024,ATL,WR,00-0037238
1418,2024,NO,WR,00-0037239
1419,2024,DET,WR,00-0037240
1420,2024,NO,OL,00-0037241
1421,2024,BUF,DB,00-0037242
1422,2024,DAL,OL,00-0037243
1423,2024,JAX,LB,00-0037244
1424,2024,MIN,DB,00-0037245
1425,2024,HOU,DB,00-0037246
1426,2024,PIT,WR,00-0037247
1427,2024,BUF,RB,00-0037248
1428,2024,DEN,LB,00-0037249
1429,2024,CLE,DB,00-0037250
1430,2024,CLE,DL,00-0037251
1431,2024,DEN,TE,00-0037252
1432,2024,NE,DB,00-0037253
1433,2024,BUF,LB,00-0037254
1434,2024,LV,OL,00-0037255
1435,2024,TB,RB,00-0037256
1436,2024,CLE,WR,00-0037257
1437,2024,HOU,RB,00-0037258
1438,2024,NYG,LB,00-0037259
1439,2024,NYG,DL,00-0037260
1440,2024,BUF,WR,00-0037261
1441,2024,PHI,DL,00-0037262
1442,2024,ATL,RB,00-0037263
1443,2024,DEN,DB,00-0037264
1444,2024,DAL,RB,00-0037265
1445,2024,DAL,OL,00-0037266
1446,2024,CLE,RB,00-0037267
1447,2024,TB,DB,00-0037268
1448,2024,IND,DL,00-0037269
1449,2024,LAC,DL,00-0037270
1450,2024,NO,LB,00-0037271
1451,2024,KC,WR,00-0037272
1452,2024,TEN,WR,00-0037273
1453,2024,JAX,DL,00-0037274
1454,2024,DAL,DB,00-0037275
1455,2024,MIN,RB,00-0037276
1456,2024,HOU,TE,00-0037277
1457,2024,DEN,OL,00-0037278
1458,2024,NYG,OL,00-0037279
1459,2024,LV,DL,00-0037280
1460,2024,DAL,LB,00-0037281
1461,2024,DET,TE,00-0037282
1462,2024,WAS,DL,00-0037283
1463,2024,KC,P,00-0037284
1464,2024,NYG,LB,00-0037285
1465,2024,NE,RB,00-0037286
1466,2024,NE,OL,00-0037287
1467,2024,BUF,DB,00-0037288
1468,2024,DET,LB,00-0037289
1469,2024,MIN,WR,00-0037291
1470,2024,IND,TE,00-0037292
1471,2024,CIN,LB,00-0037293
1472,2024,DEN,DL,00-0037294
1473,2024,LAC,OL,00-0037295
1474,2024,JAX,DB,00-0037296
1475,2024,CAR,OL,00-0037297
1476,2024,NE,DL,00-0037298
1477,2024,KC,RB,00-0037299
1478,2024,CLE,WR,00-0037300
1479,2024,MIN,DB,00-0037301
1480,2024,NYJ,OL,00-0037302
1481,2024,DEN,DL,00-0037303
1482,2024,PIT,TE,00-0037304
1483,2024,GB,OL,00-0037305
1484,2024,ATL,TE,00-0037306
1485,2024,LAC,DB,00-0037307
1486,2024,GB,OL,00-0037308
1487,2024,DET,DL,00-0037310
1488,2024,TB,TE,00-0037311
1489,2024,TEN,LB,00-0037312
1490,2024,JAX,DB,00-0037313
1491,2024,CLE,DL,00-0037314
1492,2024,MIA,LB,00-0037315
1493,2024,PIT,LB,00-0037316
1494,2024,MIN,TE,00-0037317
1495,2024,BUF,LB,00-0037318
1496,2024,NO,DB,00-0037319
1497,2024,LAC,DB,00-0037320
1498,2024,SF,DB,00-0037321
1499,2024,LV,OL,00-0037322
1500,2024,IND,DB,00-0037323
1501,2024,KC,QB,00-0037324
1502,2024,PIT,DB,00-0037325
1503,2024,MIA,QB,00-0037327
1504,2024,LV,RB,00-0037329
1505,2024,ARI,LB,00-0037330
1506,2024,NO,RB,00-0037331
1507,2024,CLE,DB,00-0037332
1508,2024,DAL,OL,00-0037336
1509,2024,LA,DB,00-0037337
1510,2024,CLE,TE,00-0037340
1511,2024,MIA,WR,00-0037348
1512,2024,MIA,DB,00-0037353
1513,2024,ARI,DB,00-0037354
1514,2024,MIA,WR,00-0037355
1515,2024,ARI,DL,00-0037356
1516,2024,LV,DL,00-0037363
1517,2024,GB,LB,00-0037364
1518,2024,GB,DB,00-0037373
1519,2024,LAC,DL,00-0037375
1520,2024,PIT,DB,00-0037377
1521,2024,DET,WR,00-0037380
1522,2024,SF,OL,00-0037381
1523,2024,DEN,WR,00-0037382
1524,2024,LV,LB,00-0037383
1525,2024,DEN,DB,00-0037384
1526,2024,DET,OL,00-0037385
1527,2024,DEN,WR,00-0037387
1528,2024,IND,DB,00-0037392
1529,2024,TEN,LB,00-0037393
1530,2024,IND,WR,00-0037394
1531,2024,IND,DB,00-0037395
1532,2024,IND,OL,00-0037396
1533,2024,BUF,OL,00-0037404
1534,2024,NYG,RB,00-0037410
1535,2024,CIN,LS,00-0037412
1536,2024,LV,OL,00-0037413
1537,2024,CIN,OL,00-0037414
1538,2024,CIN,DB,00-0037415
1539,2024,CIN,WR,00-0037420
1540,2024,CIN,WR,00-0037422
1541,2024,BUF,OL,00-0037428
1542,2024,CAR,RB,00-0037429
1543,2024,BUF,DL,00-0037431
1544,2024,NYJ,OL,00-0037440
1545,2024,BUF,OL,00-0037441
